Ensembl Gene ID	Gene Symbol	p-value value	Geneset friends	Total friends	BioType	GO Annotation	Chromosome	Chromosome Start	Chromosome End
ENSG00000016082	ISL1	1.00e+00	0	1838	protein_coding	ISL LIM homeobox 1	5	50678921	50690564
ENSG00000150347	ARID5B	1.00e+00	0	1942	protein_coding	AT rich interactive domain 5B (MRF1-like)	10	63661059	63856703
ENSG00000197576	HOXA4	1.00e+00	0	1274	protein_coding	homeobox A4	7	27168126	27170418
ENSG00000120068	HOXB8	1.00e+00	0	1065	protein_coding	homeobox B8	17	46688739	46692478
ENSG00000109381	ELF2	1.00e+00	0	3971	protein_coding	E74-like factor 2 (ets domain transcription factor)	4	139949266	140098372
ENSG00000123143	PKN1	1.00e+00	0	3095	protein_coding	protein kinase N1	19	14543865	14582679
ENSG00000101849	TBL1X	1.00e+00	0	1862	protein_coding	transducin (beta)-like 1X-linked	X	9431335	9687780
ENSG00000108604	SMARCD2	1.00e+00	0	2230	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	17	61909444	61920425
ENSG00000117713	ARID1A	1.00e+00	0	2829	protein_coding	AT rich interactive domain 1A (SWI-like)	1	27022524	27108595
ENSG00000197037	ZSCAN25	1.00e+00	0	2751	protein_coding	zinc finger and SCAN domain containing 25	7	99214569	99230030
ENSG00000186951	PPARA	1.00e+00	0	2954	protein_coding	peroxisome proliferator-activated receptor alpha	22	46546424	46639653
ENSG00000125820	NKX2-2	1.00e+00	0	1440	protein_coding	NK2 homeobox 2	20	21491648	21494664
ENSG00000143171	RXRG	1.00e+00	0	1212	protein_coding	retinoid X receptor, gamma	1	165370159	165414433
ENSG00000215397	SCRT2	1.00e+00	0	1187	protein_coding	scratch family zinc finger 2	20	642240	656823
ENSG00000140265	ZSCAN29	1.00e+00	0	2730	protein_coding	zinc finger and SCAN domain containing 29	15	43650370	43663223
ENSG00000121903	ZSCAN20	1.00e+00	0	3002	protein_coding	zinc finger and SCAN domain containing 20	1	33938246	33962107
ENSG00000129315	CCNT1	1.00e+00	0	3431	protein_coding	cyclin T1	12	49082247	49110681
ENSG00000167081	PBX3	1.00e+00	0	1691	protein_coding	pre-B-cell leukemia homeobox 3	9	128509624	128729656
ENSG00000090447	TFAP4	1.00e+00	0	2105	protein_coding	transcription factor AP-4 (activating enhancer binding protein 4)	16	4307187	4323076
ENSG00000187786	SCXB	1.00e+00	0	1091		scleraxis homolog B (mouse)	8	145321517	145323045
ENSG00000143257	NR1I3	1.00e+00	0	721	protein_coding	nuclear receptor subfamily 1, group I, member 3	1	161199456	161208092
ENSG00000159387	IRX6	1.00e+00	0	1110	protein_coding	iroquois homeobox 6	16	55357672	55364672
ENSG00000185122	HSF1	1.00e+00	0	3403	protein_coding	heat shock transcription factor 1	8	145515280	145538385
ENSG00000133639	BTG1	1.00e+00	0	2755	protein_coding	B-cell translocation gene 1, anti-proliferative	12	92536286	92539673
ENSG00000125798	FOXA2	1.00e+00	0	1707	protein_coding	forkhead box A2	20	22561643	22566093
ENSG00000116604	MEF2D	1.00e+00	0	2783	protein_coding	myocyte enhancer factor 2D	1	156433519	156470620
ENSG00000132274	TRIM22	1.00e+00	0	3123	protein_coding	tripartite motif containing 22	11	5710919	5758319
ENSG00000167685	ZNF444	1.00e+00	0	2478	protein_coding	zinc finger protein 444	19	56643968	56672262
ENSG00000169554	ZEB2	1.00e+00	0	2963	protein_coding	zinc finger E-box binding homeobox 2	2	145141648	145282147
ENSG00000197114	ZGPAT	1.00e+00	0	2592	protein_coding	zinc finger, CCCH-type with G patch domain	20	62338817	62367494
ENSG00000172493	AFF1	1.00e+00	0	1991	protein_coding	AF4/FMR2 family, member 1	4	87856154	88062206
ENSG00000184584	TMEM173	1.00e+00	0	2240	protein_coding	transmembrane protein 173	5	138855119	138862520
ENSG00000081189	MEF2C	1.00e+00	0	1964	protein_coding	myocyte enhancer factor 2C	5	88013975	88199922
ENSG00000091138	SLC26A3	1.00e+00	0	1174	protein_coding	solute carrier family 26 (anion exchanger), member 3	7	107405912	107443670
ENSG00000137699	TRIM29	1.00e+00	0	1534	protein_coding	tripartite motif containing 29	11	119981983	120056237
ENSG00000111837	MAK	1.00e+00	0	1211	protein_coding	male germ cell-associated kinase	6	10762956	10838764
ENSG00000162761	LMX1A	1.00e+00	0	1014	protein_coding	LIM homeobox transcription factor 1, alpha	1	165171104	165325952
ENSG00000111145	ELK3	1.00e+00	0	2435	protein_coding	ELK3, ETS-domain protein (SRF accessory protein 2)	12	96588160	96663613
ENSG00000101412	E2F1	1.00e+00	0	1960	protein_coding	E2F transcription factor 1	20	32263489	32274210
ENSG00000175550	DRAP1	1.00e+00	0	2591	protein_coding	DR1-associated protein 1 (negative cofactor 2 alpha)	11	65686728	65689032
ENSG00000182759	MAFA	1.00e+00	0	1174	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog A	8	144501352	144512576
ENSG00000173253	DMRT2	1.00e+00	0	1470	protein_coding	doublesex and mab-3 related transcription factor 2	9	1050354	1057552
ENSG00000113272	THG1L	1.00e+00	0	1365	protein_coding	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	5	157158205	157168456
ENSG00000009709	PAX7	1.00e+00	0	1074	protein_coding	paired box 7	1	18957500	19075360
ENSG00000170162	VGLL2	1.00e+00	0	1350	protein_coding	vestigial like 2 (Drosophila)	6	117586721	117594728
ENSG00000136367	ZFHX2	1.00e+00	0	2631	protein_coding	zinc finger homeobox 2	14	23990066	24025401
ENSG00000131759	RARA	1.00e+00	0	2916	protein_coding	retinoic acid receptor, alpha	17	38465444	38513094
ENSG00000105997	HOXA3	1.00e+00	0	1646	protein_coding	homeobox A3	7	27145803	27192200
ENSG00000175197	DDIT3	1.00e+00	0	2013	protein_coding	DNA-damage-inducible transcript 3	12	57910371	57914300
ENSG00000184302	SIX6	1.00e+00	0	466	protein_coding	SIX homeobox 6	14	60975669	60979568
ENSG00000175832	ETV4	1.00e+00	0	2210	protein_coding	ets variant 4	17	41605212	41656988
ENSG00000132130	LHX1	1.00e+00	0	1080		LIM homeobox 1	17	35294084	35301917
ENSG00000089902	RCOR1	1.00e+00	0	2707	protein_coding	REST corepressor 1	14	103058998	103196913
ENSG00000213999	MEF2BNB-MEF2B	1.00e+00	0	1467	protein_coding	myocyte enhancer factor 2B	19	19256377	19303400
ENSG00000100902	PSMA6	1.00e+00	0	2505	protein_coding	proteasome (prosome, macropain) subunit, alpha type, 6	14	35747839	35786699
ENSG00000010030	ETV7	1.00e+00	0	937	protein_coding	ets variant 7	6	36322419	36356164
ENSG00000123358	NR4A1	1.00e+00	0	1962	protein_coding	nuclear receptor subfamily 4, group A, member 1	12	52416616	52453291
ENSG00000069399	BCL3	1.00e+00	0	2133	protein_coding	B-cell CLL/lymphoma 3	19	45250962	45263301
ENSG00000066336	SPI1	1.00e+00	0	1865	protein_coding	spleen focus forming virus (SFFV) proviral integration oncogene	11	47376411	47400127
ENSG00000183621	ZNF438	1.00e+00	0	2240	protein_coding	zinc finger protein 438	10	31109136	31320866
ENSG00000138795	LEF1	1.00e+00	0	2041	protein_coding	lymphoid enhancer-binding factor 1	4	108968701	109090112
ENSG00000141564	RPTOR	1.00e+00	0	2408	protein_coding	regulatory associated protein of MTOR, complex 1	17	78518619	78940171
ENSG00000129152	MYOD1	1.00e+00	0	1280	protein_coding	myogenic differentiation 1	11	17741115	17743678
ENSG00000166211	SPIC	1.00e+00	0	472	protein_coding	Spi-C transcription factor (Spi-1/PU.1 related)	12	101869199	101880775
ENSG00000032219	ARID4A	1.00e+00	0	2552	protein_coding	AT rich interactive domain 4A (RBP1-like)	14	58765103	58840605
ENSG00000183734	ASCL2	1.00e+00	0	1935	protein_coding	achaete-scute family bHLH transcription factor 2	11	2289725	2292182
ENSG00000148826	NKX6-2	1.00e+00	0	1512	protein_coding	NK6 homeobox 2	10	134598297	134599556
ENSG00000106031	HOXA13	1.00e+00	0	1496	protein_coding	homeobox A13	7	27233122	27239725
ENSG00000110693	SOX6	1.00e+00	0	1643	protein_coding	SRY (sex determining region Y)-box 6	11	15987995	16761138
ENSG00000136931	NR5A1	1.00e+00	0	1482	protein_coding	nuclear receptor subfamily 5, group A, member 1	9	127243516	127269709
ENSG00000189298	ZKSCAN3	1.00e+00	0	2054	protein_coding	zinc finger with KRAB and SCAN domains 3	6	28317691	28336947
ENSG00000036257	CUL3	1.00e+00	0	2491	protein_coding	cullin 3	2	225334867	225450110
ENSG00000148677	ANKRD1	1.00e+00	0	1555	protein_coding	ankyrin repeat domain 1 (cardiac muscle)	10	92671853	92681033
ENSG00000123933	MXD4	1.00e+00	0	3231	protein_coding	MAX dimerization protein 4	4	2249159	2264021
ENSG00000164736	SOX17	1.00e+00	0	1365	protein_coding	SRY (sex determining region Y)-box 17	8	55370495	55373448
ENSG00000157168	NRG1	1.00e+00	0	1977	protein_coding	neuregulin 1	8	31496902	32622548
ENSG00000025434	NR1H3	1.00e+00	0	1923	protein_coding	nuclear receptor subfamily 1, group H, member 3	11	47269851	47290396
ENSG00000091831	ESR1	1.00e+00	0	956	protein_coding	estrogen receptor 1	6	151977826	152450754
ENSG00000100968	NFATC4	1.00e+00	0	2494	protein_coding	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	14	24834879	24848810
ENSG00000185022	MAFF	1.00e+00	0	2077	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F	22	38597889	38612518
ENSG00000106571	GLI3	1.00e+00	0	1796	protein_coding	GLI family zinc finger 3	7	42000548	42277469
ENSG00000105204	DYRK1B	1.00e+00	0	3288	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	19	40315990	40324841
ENSG00000171540	OTP	1.00e+00	0	765	protein_coding	orthopedia homeobox	5	76924538	76935513
ENSG00000141002	TCF25	1.00e+00	0	2182	protein_coding	transcription factor 25 (basic helix-loop-helix)	16	89940000	89977792
ENSG00000173917	HOXB2	1.00e+00	0	1641	protein_coding	homeobox B2	17	46618256	46623441
ENSG00000071282	LMCD1	1.00e+00	0	2143	protein_coding	LIM and cysteine-rich domains 1	3	8543393	8609805
ENSG00000198911	SREBF2	1.00e+00	0	3022	protein_coding	sterol regulatory element binding transcription factor 2	22	42229109	42303312
ENSG00000104973	MED25	1.00e+00	0	2070	protein_coding	mediator complex subunit 25	19	50321539	50342073
ENSG00000139515	PDX1	1.00e+00	0	1245	protein_coding	pancreatic and duodenal homeobox 1	13	28494157	28500368
ENSG00000172819	RARG	1.00e+00	0	2325	protein_coding	retinoic acid receptor, gamma	12	53604354	53626764
ENSG00000179111	HES7	1.00e+00	0	1364	protein_coding	hes family bHLH transcription factor 7	17	8023908	8027410
ENSG00000100625	SIX4	1.00e+00	0	2057	protein_coding	SIX homeobox 4	14	61176246	61191066
ENSG00000197587	DMBX1	1.00e+00	0	365	protein_coding	diencephalon/mesencephalon homeobox 1	1	46972668	46979898
ENSG00000140009	ESR2	1.00e+00	0	1748	protein_coding	estrogen receptor 2 (ER beta)	14	64550950	64804830
ENSG00000124496	TRERF1	1.00e+00	0	1895	protein_coding	transcriptional regulating factor 1	6	42192669	42419789
ENSG00000166925	TSC22D4	1.00e+00	0	2329	protein_coding	TSC22 domain family, member 4	7	100060982	100076902
ENSG00000129993	CBFA2T3	1.00e+00	0	2247	protein_coding	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	16	88941266	89043612
ENSG00000057657	PRDM1	1.00e+00	0	1647	protein_coding	PR domain containing 1, with ZNF domain	6	106534195	106557814
ENSG00000174255	ZNF80	1.00e+00	0	642	protein_coding	zinc finger protein 80	3	113953483	113956425
ENSG00000151650	VENTX	1.00e+00	0	1005	protein_coding	VENT homeobox	10	135050908	135055433
ENSG00000005102	MEOX1	1.00e+00	0	1796	protein_coding	mesenchyme homeobox 1	17	41717756	41739322
ENSG00000100987	VSX1	1.00e+00	0	743	protein_coding	visual system homeobox 1	20	25051521	25062996
ENSG00000183434	TFDP3	1.00e+00	0	1770	protein_coding	transcription factor Dp family, member 3	X	132350697	132352376
ENSG00000109101	FOXN1	1.00e+00	0	852	protein_coding	forkhead box N1	17	26833261	26865914
ENSG00000162992	NEUROD1	1.00e+00	0	1530	protein_coding	neuronal differentiation 1	2	182537815	182545603
ENSG00000168267	PTF1A	1.00e+00	0	1327	protein_coding	pancreas specific transcription factor, 1a	10	23481256	23483181
ENSG00000140836	ZFHX3	1.00e+00	0	2091	protein_coding	zinc finger homeobox 3	16	72816784	73093597
ENSG00000174306	ZHX3	1.00e+00	0	2293	protein_coding	zinc fingers and homeoboxes 3	20	39807088	39946312
ENSG00000135374	ELF5	1.00e+00	0	1177	protein_coding	E74-like factor 5 (ets domain transcription factor)	11	34500340	34535352
ENSG00000101665	SMAD7	1.00e+00	0	2344	protein_coding	SMAD family member 7	18	46446223	46477081
ENSG00000125878	TCF15	1.00e+00	0	1332	protein_coding	transcription factor 15 (basic helix-loop-helix)	20	584441	591042
ENSG00000179862	CITED4	1.00e+00	0	1633	protein_coding	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4	1	41326729	41328018
ENSG00000152518	ZFP36L2	1.00e+00	0	2610	protein_coding	ZFP36 ring finger protein-like 2	2	43449541	43453748
ENSG00000109132	PHOX2B	1.00e+00	0	1049	protein_coding	paired-like homeobox 2b	4	41746099	41750987
ENSG00000229544	NKX1-2	1.00e+00	0	606	protein_coding	NK1 homeobox 2	10	126135592	126138753
ENSG00000038945	MSR1	1.00e+00	0	1174	protein_coding	macrophage scavenger receptor 1	8	15965387	16424999
ENSG00000198728	LDB1	1.00e+00	0	2250	protein_coding	LIM domain binding 1	10	103867317	103880210
ENSG00000125084	WNT1	1.00e+00	0	493	protein_coding	wingless-type MMTV integration site family, member 1	12	49372398	49375459
ENSG00000189299	FOXR2	1.00e+00	0	353	protein_coding	forkhead box R2	X	55649833	55652621
ENSG00000131910	NR0B2	1.00e+00	0	1640	protein_coding	nuclear receptor subfamily 0, group B, member 2	1	27237980	27240457
ENSG00000179528	LBX2	1.00e+00	0	2266	protein_coding	ladybird homeobox 2	2	74724644	74730443
ENSG00000108264	TADA2A	1.00e+00	0	2177		transcriptional adaptor 2A	17	35766965	35839835
ENSG00000116731	PRDM2	1.00e+00	0	2388	protein_coding	PR domain containing 2, with ZNF domain	1	14026693	14151574
ENSG00000164463	CREBRF	1.00e+00	0	3875	protein_coding	CREB3 regulatory factor	5	172483355	172566291
ENSG00000142279	WTIP	1.00e+00	0	1790	protein_coding	Wilms tumor 1 interacting protein	19	34971874	34997258
ENSG00000053254	FOXN3	1.00e+00	0	2939	protein_coding	forkhead box N3	14	89591215	90085493
ENSG00000105866	SP4	1.00e+00	0	2045	protein_coding	Sp4 transcription factor	7	21467652	21554440
ENSG00000028277	POU2F2	1.00e+00	0	2161	protein_coding	POU class 2 homeobox 2	19	42590263	42700737
ENSG00000213928	IRF9	1.00e+00	0	3112	protein_coding	interferon regulatory factor 9	14	24630262	24635774
ENSG00000103037	SETD6	1.00e+00	0	2749	protein_coding	SET domain containing 6	16	58549383	58554431
ENSG00000121060	TRIM25	1.00e+00	0	2461	protein_coding	tripartite motif containing 25	17	54965270	54991399
ENSG00000179388	EGR3	1.00e+00	0	1145	protein_coding	early growth response 3	8	22545172	22550815
ENSG00000180353	HCLS1	1.00e+00	0	2874	protein_coding	hematopoietic cell-specific Lyn substrate 1	3	121350246	121379774
ENSG00000143164	DCAF6	1.00e+00	0	1809	protein_coding	DDB1 and CUL4 associated factor 6	1	167905021	168045081
ENSG00000134954	ETS1	1.00e+00	0	2899	protein_coding	v-ets avian erythroblastosis virus E26 oncogene homolog 1	11	128328656	128457453
ENSG00000164330	EBF1	1.00e+00	0	2221	protein_coding	early B-cell factor 1	5	158122928	158526769
ENSG00000165684	SNAPC4	1.00e+00	0	2697	protein_coding	small nuclear RNA activating complex, polypeptide 4, 190kDa	9	139270029	139293249
ENSG00000160685	ZBTB7B	1.00e+00	0	2998	protein_coding	zinc finger and BTB domain containing 7B	1	154975127	154990998
ENSG00000186174	BCL9L	1.00e+00	0	2650	protein_coding	B-cell CLL/lymphoma 9-like	11	118764584	118796317
ENSG00000119614	VSX2	1.00e+00	0	608	protein_coding	visual system homeobox 2	14	74706175	74729441
ENSG00000240563	L1TD1	1.00e+00	0	1683	protein_coding	LINE-1 type transposase domain containing 1	1	62660503	62678000
ENSG00000106038	EVX1	1.00e+00	0	2519	protein_coding	even-skipped homeobox 1	7	27282164	27290112
ENSG00000120149	MSX2	1.00e+00	0	1237	protein_coding	msh homeobox 2	5	174151536	174157896
ENSG00000171855	IFNB1	1.00e+00	0	787	protein_coding	interferon, beta 1, fibroblast	9	21077104	21077943
ENSG00000143355	LHX9	1.00e+00	0	331	protein_coding	LIM homeobox 9	1	197881037	197904608
ENSG00000160007	ARHGAP35	1.00e+00	0	3079	protein_coding	Rho GTPase activating protein 35	19	47421933	47508334
ENSG00000010803	SCMH1	1.00e+00	0	2438	protein_coding	sex comb on midleg homolog 1 (Drosophila)	1	41492872	41707826
ENSG00000166454	ATMIN	1.00e+00	0	1409	protein_coding	ATM interactor	16	81069452	81080963
ENSG00000163602	RYBP	1.00e+00	0	1832	protein_coding	RING1 and YY1 binding protein	3	72420976	72496069
ENSG00000113430	IRX4	1.00e+00	0	1361	protein_coding	iroquois homeobox 4	5	1877541	1887350
ENSG00000141582	CBX4	1.00e+00	0	2421	protein_coding	chromobox homolog 4	17	77806955	77813228
ENSG00000168269	FOXI1	1.00e+00	0	645	protein_coding	forkhead box I1	5	169532901	169536727
ENSG00000172238	ATOH1	1.00e+00	0	1091	protein_coding	atonal homolog 1 (Drosophila)	4	94750042	94751221
ENSG00000164438	TLX3	1.00e+00	0	1023	protein_coding	T-cell leukemia homeobox 3	5	170736288	170739138
ENSG00000162599	NFIA	1.00e+00	0	2529	protein_coding	nuclear factor I/A	1	61330931	61928465
ENSG00000105717	PBX4	1.00e+00	0	551	protein_coding	pre-B-cell leukemia homeobox 4	19	19672522	19729725
ENSG00000173673	HES3	1.00e+00	0	1015	protein_coding	hes family bHLH transcription factor 3	1	6304252	6305638
ENSG00000111424	VDR	1.00e+00	0	1839	protein_coding	vitamin D (1,25- dihydroxyvitamin D3) receptor	12	48235320	48336831
ENSG00000137273	FOXF2	1.00e+00	0	1783	protein_coding	forkhead box F2	6	1390069	1395832
ENSG00000129514	FOXA1	1.00e+00	0	2093	protein_coding	forkhead box A1	14	38059189	38069245
ENSG00000005483	KMT2E	1.00e+00	0	3828	protein_coding	lysine (K)-specific methyltransferase 2E	7	104654626	104754808
ENSG00000196924	FLNA	1.00e+00	0	2095	protein_coding	filamin A, alpha	X	153576892	153603006
ENSG00000180828	BHLHE22	1.00e+00	0	1731	protein_coding	basic helix-loop-helix family, member e22	8	65492814	65496181
ENSG00000152467	ZSCAN1	1.00e+00	0	1532	protein_coding	zinc finger and SCAN domain containing 1	19	58545400	58565999
ENSG00000102878	HSF4	1.00e+00	0	2673	protein_coding	heat shock transcription factor 4	16	67197288	67203848
ENSG00000146592	CREB5	1.00e+00	0	2114	protein_coding	cAMP responsive element binding protein 5	7	28338940	28865511
ENSG00000100345	MYH9	1.00e+00	0	2019	protein_coding	myosin, heavy chain 9, non-muscle	22	36677327	36784063
ENSG00000123407	HOXC12	1.00e+00	0	1419	protein_coding	homeobox C12	12	54348618	54352740
ENSG00000117595	IRF6	1.00e+00	0	2435	protein_coding	interferon regulatory factor 6	1	209959036	209979465
ENSG00000105750	ZNF85	1.00e+00	0	1689	protein_coding	zinc finger protein 85	19	21106028	21133503
ENSG00000056661	PCGF2	1.00e+00	0	2764		polycomb group ring finger 2	17	36890150	36906070
ENSG00000134595	SOX3	1.00e+00	0	1495	protein_coding	SRY (sex determining region Y)-box 3	X	139585152	139587225
ENSG00000086102	NFX1	1.00e+00	0	1991	protein_coding	nuclear transcription factor, X-box binding 1	9	33290509	33371155
ENSG00000188786	MTF1	1.00e+00	0	2348	protein_coding	metal-regulatory transcription factor 1	1	38275239	38325292
ENSG00000124232	RBPJL	1.00e+00	0	1237	protein_coding	recombination signal binding protein for immunoglobulin kappa J region-like	20	43935491	43945803
ENSG00000180613	GSX2	1.00e+00	0	425	protein_coding	GS homeobox 2	4	54965690	54968672
ENSG00000115844	DLX2	1.00e+00	0	1590	protein_coding	distal-less homeobox 2	2	172964167	172967628
ENSG00000171129	HSFX2	1.00e+00	0	2042		heat shock transcription factor family, X linked 2	X	148674172	148676974
ENSG00000167232	ZNF91	1.00e+00	0	2306	protein_coding	zinc finger protein 91	19	23487793	23578362
ENSG00000106331	PAX4	1.00e+00	0	206	protein_coding	paired box 4	7	127250346	127255982
ENSG00000196428	TSC22D2	1.00e+00	0	1977	protein_coding	TSC22 domain family, member 2	3	150126122	150184218
ENSG00000175387	SMAD2	1.00e+00	0	2637	protein_coding	SMAD family member 2	18	45357922	45457515
ENSG00000073282	TP63	1.00e+00	0	1378	protein_coding	tumor protein p63	3	189349205	189615068
ENSG00000125520	SLC2A4RG	1.00e+00	0	3271	protein_coding	SLC2A4 regulator	20	62371214	62374858
ENSG00000116017	ARID3A	1.00e+00	0	1931	protein_coding	AT rich interactive domain 3A (BRIGHT-like)	19	925781	975939
ENSG00000159263	SIM2	1.00e+00	0	1394	protein_coding	single-minded family bHLH transcription factor 2	21	38071433	38122218
ENSG00000187821	HELT	1.00e+00	0	1651	protein_coding	helt bHLH transcription factor	4	185939995	185941958
ENSG00000069667	RORA	1.00e+00	0	2257	protein_coding	RAR-related orphan receptor A	15	60780483	61521518
ENSG00000107485	GATA3	1.00e+00	0	1565	protein_coding	GATA binding protein 3	10	8095567	8117161
ENSG00000186812	ZNF397	1.00e+00	0	2667	protein_coding	zinc finger protein 397	18	32820994	32847097
ENSG00000197951	ZNF71	1.00e+00	0	865	protein_coding	zinc finger protein 71	19	57106632	57137849
ENSG00000127528	KLF2	1.00e+00	0	1850	protein_coding	Kruppel-like factor 2	19	16435628	16438685
ENSG00000136630	HLX	1.00e+00	0	1829	protein_coding	H2.0-like homeobox	1	221051699	221058401
ENSG00000147274	SNORD61	1.00e+00	0	1029	protein_coding	RNA binding motif protein, X-linked	X	135930163	135962923
ENSG00000138293	NCOA4	1.00e+00	0	1567		nuclear receptor coactivator 4	10	51565108	51590734
ENSG00000122877	EGR2	1.00e+00	0	1485	protein_coding	early growth response 2	10	64571756	64679660
ENSG00000102145	GATA1	1.00e+00	0	1370	protein_coding	GATA binding protein 1 (globin transcription factor 1)	X	48644962	48652716
ENSG00000135164	DMTF1	1.00e+00	0	3573	protein_coding	cyclin D binding myb-like transcription factor 1	7	86781677	86825653
ENSG00000143178	TBX19	1.00e+00	0	539	protein_coding	T-box 19	1	168250278	168283664
ENSG00000156150	ALX3	1.00e+00	0	479	protein_coding	ALX homeobox 3	1	110602616	110613322
ENSG00000105698	USF2	1.00e+00	0	3713	protein_coding	upstream transcription factor 2, c-fos interacting	19	35759881	35770724
ENSG00000131264	CDX4	1.00e+00	0	726	protein_coding	caudal type homeobox 4	X	72667090	72675081
ENSG00000137166	FOXP4	1.00e+00	0	2103	protein_coding	forkhead box P4	6	41514164	41570122
ENSG00000126432	PRDX5	1.00e+00	0	3284	protein_coding	peroxiredoxin 5	11	64085560	64089283
ENSG00000110395	CBL	1.00e+00	0	1486	protein_coding	Cbl proto-oncogene, E3 ubiquitin protein ligase	11	119076752	119178859
ENSG00000124782	RREB1	1.00e+00	0	1867	protein_coding	ras responsive element binding protein 1	6	7107830	7252213
ENSG00000163935	SFMBT1	1.00e+00	0	2294	protein_coding	Scm-like with four mbt domains 1	3	52937588	53080766
ENSG00000166886	NAB2	1.00e+00	0	2570	protein_coding	NGFI-A binding protein 2 (EGR1 binding protein 2)	12	57482677	57489259
ENSG00000001167	NFYA	1.00e+00	0	3343	protein_coding	nuclear transcription factor Y, alpha	6	41040684	41067715
ENSG00000134324	LPIN1	1.00e+00	0	3171	protein_coding	lipin 1	2	11817721	11967535
ENSG00000144655	CSRNP1	1.00e+00	0	1666	protein_coding	cysteine-serine-rich nuclear protein 1	3	39183346	39196053
ENSG00000143458	GABPB2	1.00e+00	0	1354	protein_coding	GA binding protein transcription factor, beta subunit 2	1	151043054	151098018
ENSG00000196132	MYT1	1.00e+00	0	1326	protein_coding	myelin transcription factor 1	20	62783144	62873604
ENSG00000074047	GLI2	1.00e+00	0	1796	protein_coding	GLI family zinc finger 2	2	121493199	121750229
ENSG00000143032	BARHL2	1.00e+00	0	534	protein_coding	BarH-like homeobox 2	1	91177096	91182794
ENSG00000164488	DACT2	1.00e+00	0	1237	protein_coding	dishevelled-binding antagonist of beta-catenin 2	6	168693510	168720434
ENSG00000123349	PFDN5	1.00e+00	0	2648	protein_coding	prefoldin subunit 5	12	53689075	53693234
ENSG00000164853	UNCX	1.00e+00	0	1121	protein_coding	UNC homeobox	7	1272543	1276954
ENSG00000102243	VGLL1	1.00e+00	0	1112	protein_coding	vestigial like 1 (Drosophila)	X	135614311	135638966
ENSG00000164104	HMGB2	1.00e+00	0	2910	protein_coding	high mobility group box 2	4	174252846	174256276
ENSG00000008441	NFIX	1.00e+00	0	2276	protein_coding	nuclear factor I/X (CCAAT-binding transcription factor)	19	13106422	13209610
ENSG00000165916	PSMC3	1.00e+00	0	2099	protein_coding	proteasome (prosome, macropain) 26S subunit, ATPase, 3	11	47440320	47447993
ENSG00000244405	ETV5	1.00e+00	0	2551	protein_coding	ets variant 5	3	185764097	185828107
ENSG00000167941	SOST	1.00e+00	0	830	protein_coding	sclerostin	17	41831099	41836156
ENSG00000130159	ECSIT	1.00e+00	0	2616	protein_coding	ECSIT signalling integrator	19	11616731	11639989
ENSG00000107223	EDF1	1.00e+00	0	2847	protein_coding	endothelial differentiation-related factor 1	9	139756571	139760738
ENSG00000072310	SREBF1	1.00e+00	0	2787	protein_coding	sterol regulatory element binding transcription factor 1	17	17713713	17740325
ENSG00000075891	PAX2	1.00e+00	0	971	protein_coding	paired box 2	10	102495360	102589698
ENSG00000110031	LPXN	1.00e+00	0	2388	protein_coding	leupaxin	11	58294344	58345693
ENSG00000112561	TFEB	1.00e+00	0	2502	protein_coding	transcription factor EB	6	41651716	41703997
ENSG00000173757	STAT5B	1.00e+00	0	2842	protein_coding	signal transducer and activator of transcription 5B	17	40351186	40428725
ENSG00000005302	MSL3	1.00e+00	0	2558	protein_coding	male-specific lethal 3 homolog (Drosophila)	X	11776278	11793870
ENSG00000166888	STAT6	1.00e+00	0	3265	protein_coding	signal transducer and activator of transcription 6, interleukin-4 induced	12	57489191	57525922
ENSG00000232810	TNF	1.00e+00	0	2216	protein_coding	tumor necrosis factor	6	31543344	31546113
ENSG00000198205	ZXDA	1.00e+00	0	1604	protein_coding	zinc finger, X-linked, duplicated A	X	57931864	57937067
ENSG00000064489	MEF2BNB-MEF2B	1.00e+00	0	1065	protein_coding	MEF2BNB-MEF2B readthrough	19	19256376	19302967
ENSG00000123405	NFE2	1.00e+00	0	1603	protein_coding	nuclear factor, erythroid 2	12	54685895	54694905
ENSG00000081059	TCF7	1.00e+00	0	1384	protein_coding	transcription factor 7 (T-cell specific, HMG-box)	5	133450402	133487556
ENSG00000188686	SCXB	1.00e+00	0	1420		scleraxis homolog A (mouse)	8	145490549	145492470
ENSG00000127152	BCL11B	1.00e+00	0	2930	protein_coding	B-cell CLL/lymphoma 11B (zinc finger protein)	14	99635624	99737861
ENSG00000116584	ARHGEF2	1.00e+00	0	2435	protein_coding	Rho/Rac guanine nucleotide exchange factor (GEF) 2	1	155916630	155976861
ENSG00000185640	KRT79	1.00e+00	0	745	protein_coding	keratin 79	12	53215194	53228079
